accessionnr	aantal.aminozuren	uit	categorie	land	jaar	kenmerken
AAT64693	363	Human	H3N2	Netherlands	1974	Influenza A virus (A/Bilthoven/5146/74(H3N2))
AAT64694	363	Human	H3N2	Russia	1999	Influenza A virus (A/Moscow/10/1999(H3N2))
AAT64695	562	Human	H3N2	Netherlands	1994	Influenza A virus (A/Netherlands/18/94(H3N2))
AAT64696	363	Human	H3N2	Netherlands	2000	Influenza A virus (A/Netherlands/3/00(H3N2))
AAT64697	363	Human	H3N2	Netherlands	2001	Influenza A virus (A/Netherlands/118/01(H3N2))
AAT64698	363	Human	H3N2	Netherlands	2001	Influenza A virus (A/Netherlands/124/01(H3N2))
AAT64699	363	Human	H3N2	Netherlands	2001	Influenza A virus (A/Netherlands/126/2001(H3N2))
AAT64700	363	Human	H3N2	Netherlands	1982	Influenza A virus (A/Netherlands/233/82(H3N2))
AAT64701	363	Human	H3N2	Netherlands	1999	Influenza A virus (A/Netherlands/301/99(H3N2))
AAT64702	363	Human	H3N2	Netherlands	1974	Influenza A virus (A/Bilthoven/7398/74(H3N2))
AAT64703	363	Human	H3N2	Netherlands	1975	Influenza A virus (A/Bilthoven/2813/75(H3N2))
AAT64704	363	Human	H3N2	Netherlands	1989	Influenza A virus (A/Netherlands/738/89(H3N2))
AAT64705	363	Human	H3N2	Netherlands	2002	Influenza A virus (A/Netherlands/120/02(H3N2))
AAT64706	363	Human	H3N2	Netherlands	2002	Influenza A virus (A/Netherlands/1/02(H3N2))
AAT64707	329	Human	H3N2	Finland	2003	Influenza A virus (A/Finland/170/2003(H3N2))
AAT64708	329	Human	H3N2	Netherlands	2003	Influenza A virus (A/Netherlands/20/2003(H3N2))
AAT64709	329	Human	H3N2	Netherlands	2003	Influenza A virus (A/Netherlands/22/03(H3N2))
AAT64710	329	Human	H3N2	Netherlands	2003	Influenza A virus (A/Netherlands/213/03(H3N2))
AAT64711	329	Human	H3N2	Netherlands	2003	Influenza A virus (A/Netherlands/217/03(H3N2))
AAT64712	329	Human	H3N2	Netherlands	2003	Influenza A virus (A/Netherlands/222/03(H3N2))
AAT64713	363	Human	H3N2	Netherlands	1968	Influenza A virus (A/Bilthoven/15793/68(H3N2))
AAT64714	363	Human	H3N2	Netherlands	1968	Influenza A virus (A/Bilthoven/16190/68(H3N2))
AAT64715	363	Human	H3N2	Netherlands	1969	Influenza A virus (A/Bilthoven/808/69(H3N2))
AAT64716	562	Human	H3N2	Netherlands	1972	Influenza A virus (A/Bilthoven/21793/72(H3N2))
AAT64717	562	Human	H3N2	Netherlands	1974	Influenza A virus (A/Bilthoven/5930/74(H3N2))
AAT64718	562	Human	H3N2	Netherlands	1975	Influenza A virus (A/Bilthoven/2600/75(H3N2))
AAT64719	363	Human	H3N2	Netherlands	1976	Influenza A virus (A/Bilthoven/628/76(H3N2))
AAT64720	363	Human	H3N2	Netherlands	1977	Influenza A virus (A/Amsterdam/1609/77(H3N2))
AAT64721	363	Human	H3N2	Netherlands	1980	Influenza A virus (A/Rotterdam/577/80(H3N2))
AAT64722	363	Human	H3N2	Netherlands	1980	Influenza A virus (A/Netherlands/209/80(H3N2))
AAT64723	363	Human	H3N2	Netherlands	1982	Influenza A virus (A/Netherlands/241/82(H3N2))
AAT64724	363	Human	H3N2	Netherlands	1985	Influenza A virus (A/Netherlands/330/85(H3N2))
AAT64725	363	Human	H3N2	New Zealand	1985	Influenza A virus (A/Wellington/4/85(H3N2))
AAT64726	363	Human	H3N2	United Kingdom	1985	Influenza A virus (A/Guildford/V728/85(H3N2))
AAT64727	363	Human	H3N2	Sweden	1985	Influenza A virus (A/Stockholm/10/85(H3N2))
AAT64728	562	Human	H3N2	USA	1986	Influenza A virus (A/Colorado/2/86(H3N2))
AAT64729	562	Human	H3N2	Netherlands	1988	Influenza A virus (A/Netherlands/450/88(H3N2))
AAT64730	562	Human	H3N2	United Kingdom	1988	Influenza A virus (A/England/427/1988(H3N2))
AAT64731	562	Human	H3N2	Sweden	1988	Influenza A virus (A/Stockholm/12/88(H3N2))
AAT64732	363	Human	H3N2	Switzerland	1989	Influenza A virus (A/Geneva/5007/89(H3N2))
AAT64733	363	Human	H3N2	New Zealand	1989	Influenza A virus (A/Wellington/5/89(H3N2))
AAT64734	562	Human	H3N2	Hong Kong	1989	Influenza A virus (A/Hong Kong/1/1989(H3N2))
AAT64735	363	Human	H3N2	Singapore	1989	Influenza A virus (A/Singapore/34/89(H3N2))
AAT64736	363	Human	H3N2	Singapore	1989	Influenza A virus (A/Singapore/35/89(H3N2))
AAT64737	363	Human	H3N2	Singapore	1989	Influenza A virus (A/Singapore/36/89(H3N2))
AAT64738	363	Human	H3N2	Singapore	1989	Influenza A virus (A/Singapore/40/89(H3N2))
AAT64739	363	Human	H3N2	Singapore	1989	Influenza A virus (A/Singapore/53/89(H3N2))
AAT64740	363	Human	H3N2	Australia	1989	Influenza A virus (A/Victoria/1/89(H3N2))
AAT64741	562	Human	H3N2	China	1989	Influenza A virus (A/Beijing/353/1989(H3N2))
AAT64742	363	Human	H3N2	Netherlands	1989	Influenza A virus (A/Netherlands/620/89 (H3N2))
AAT64743	363	Human	H3N2	Netherlands	1989	Influenza A virus (A/Netherlands/650/89 (H3N2))
AAT64744	363	Human	H3N2	USA	1990	Influenza A virus (A/Memphis/2/1990(H3N2))
AAT64745	363	Human	H3N2	USA	1990	Influenza A virus (A/Memphis/5/1990(H3N2))
AAT64746	363	Human	H3N2	USA	1989	Influenza A virus (A/Atlanta/211/1989(H3N2))
AAT64747	363	Human	H3N2	South Korea	1990	Influenza A virus (A/Seoul/1/90(H3N2))
AAT64748	562	Human	H3N2	Australia	1990	Influenza A virus (A/Victoria/2/90(H3N2))
AAT64749	363	Human	H3N2	China	1990	Influenza A virus (A/Shanghai/24/1990(H3N2))
AAT64750	363	Human	H3N2	United Kingdom	1991	Influenza A virus (A/England/260/91(H3N2))
AAT64751	363	Human	H3N2	Australia	1991	Influenza A virus (A/Canberra/1/91(H3N2))
AAT64752	363	Human	H3N2	Switzerland	1991	Influenza A virus (A/Geneva/6447/91(H3N2))
AAT64753	363	Human	H3N2	Netherlands	1991	Influenza A virus (A/Netherlands/816/91(H3N2))
AAT64754	363	Human	H3N2	Spain	1991	Influenza A virus (A/Madrid/G12/91(H3N2))
AAT64755	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Netherlands/819/92(H3N2))
AAT64756	364	Human	H3N2	United Kingdom	1991	Influenza A virus (A/England/261/91(H3N2))
AAT64757	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/320/92(H3N2))
AAT64758	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/325/92(H3N2))
AAT64759	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/407/92(H3N2))
AAT64760	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/417/92(H3N2))
AAT64761	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/424/92(H3N2))
AAT64762	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/457/92(H3N2))
AAT64763	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/467/92(H3N2))
AAT64764	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/490/92(H3N2))
AAT64765	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/512/92(H3N2))
AAT64766	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/548/92(H3N2))
AAT64767	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/564/92(H3N2))
AAT64768	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/583/92(H3N2))
AAT64769	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/597/92(H3N2))
AAT64770	363	Human	H3N2	France	1992	Influenza A virus (A/Paris/614/92(H3N2))
AAT64771	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Enschede/1285/92(H3N2))
AAT64772	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Netherlands/935/92(H3N2))
AAT64773	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/1149/91(H3N2))
AAT64774	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/1182/91(H3N2))
AAT64775	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/ons1189/91(H3N2))
AAT64776	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/ons1594/91(H3N2))
AAT64777	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/ons1373/91(H3N2))
AAT64778	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/ons1276/91(H3N2))
AAT64779	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/ons1337/91(H3N2))
AAT64780	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/chu23672/91(H3N2))
AAT64781	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/chu24103/91(H3N2))
AAT64782	363	Human	H3N2	France	1991	Influenza A virus (A/Lyon/chu24222/91(H3N2))
AAT64783	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Netherlands/823/92 (H3N2))
AAT64784	363	Human	H3N2	Finland	1992	Influenza A virus (A/Finland/218/1992(H3N2))
AAT64785	363	Human	H3N2	Finland	1992	Influenza A virus (A/Finland/220/1992(H3N2))
AAT64786	363	Human	H3N2	Switzerland	1992	Influenza A virus (A/Geneva/5113/92(H3N2))
AAT64787	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Rotterdam/100540/92(H3N2))
AAT64788	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Nijmegen/3126/92(H3N2))
AAT64789	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Nijmegen/3129/92(H3N2))
AAT64790	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Amsterdam/4112/92(H3N2))
AAT64791	363	Human	H3N2	Netherlands	1992	Influenza A virus (A/Tilburg/5957/92(H3N2))
AAT64792	363	Human	H3N2	Spain	1992	Influenza A virus (A/Madrid/G58/92(H3N2))
AAT64793	363	Human	H3N2	Spain	1992	Influenza A virus (A/Madrid/OV31/92(H3N2))
AAT64794	363	Human	H3N2	Sweden	1991	Influenza A virus (A/Stockholm/20/91(H3N2))
AAT64795	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Stockholm/7/92(H3N2))
AAT64796	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Stockholm/8/92(H3N2))
AAT64797	363	Human	H3N2	USA	1992	Influenza A virus (A/Houston/56829/92(H3N2))
AAT64798	363	Human	H3N2	USA	1992	Influenza A virus (A/Houston/56941/92(H3N2))
AAT64799	363	Human	H3N2	USA	1992	Influenza A virus (A/Houston/56798/92(H3N2))
AAT64800	340	Human	H3N2	Netherlands	1992	Influenza A virus (A/Netherlands/938/92(H3N2))
AAT64801	363	Human	H3N2	Australia	1992	Influenza A virus (A/South Australia/8/1992(H3N2))
AAT64802	363	Human	H3N2	Australia	1992	Influenza A virus (A/South Australia/23/1992(H3N2))
AAT64803	363	Human	H3N2	Australia	1992	Influenza A virus (A/South Australia/27/1992(H3N2))
AAT64804	363	Human	H3N2	Japan	1992	Influenza A virus (A/Sendai/C273/92(H3N2))
AAT64805	363	Human	H3N2	China	1992	Influenza A virus (A/Beijing/32/1992(H3N2))
AAT64806	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/3/93(H3N2))
AAT64807	363	Human	H3N2	France	1993	Influenza A virus (A/Paris/287/93(H3N2))
AAT64808	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/17/93(H3N2))
AAT64809	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Umea/1982/92(H3N2))
AAT64810	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Umea/2000/92(H3N2))
AAT64811	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Stockholm/12/92(H3N2))
AAT64812	363	Human	H3N2	Sweden	1992	Influenza A virus (A/Stockholm/13/92(H3N2))
AAT64813	363	Human	H3N2	Finland	1992	Influenza A virus (A/Finland/247/1992(H3N2))
AAT64814	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/101/93 (H3N2))
AAT64815	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/115/93 (H3N2))
AAT64816	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/126/93 (H3N2))
AAT64817	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G116/93(H3N2))
AAT64818	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G101/93(H3N2))
AAT64819	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G102/93(H3N2))
AAT64820	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G109/93(H3N2))
AAT64821	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/165/93 (H3N2))
AAT64822	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G122/93(H3N2))
AAT64823	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G130/93(H3N2))
AAT64824	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/179/93(H3N2))
AAT64825	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Enschede/5458/93(H3N2))
AAT64826	363	Human	H3N2	Spain	1993	Influenza A virus (A/Madrid/G252/93(H3N2))
AAT64827	363	Human	H3N2	Japan	1993	Influenza A virus (A/Yamagata/56/93(H3N2))
AAT64828	363	Human	H3N2	Japan	1993	Influenza A virus (A/Yamagata/61/93(H3N2))
AAT64829	363	Human	H3N2	Japan	1993	Influenza A virus (A/Yamagata/62/93(H3N2))
AAT64830	363	Human	H3N2	Japan	1993	Influenza A virus (A/Akita/4/93(H3N2))
AAT64831	363	Human	H3N2	Japan	1993	Influenza A virus (A/Shiga/6/93(H3N2))
AAT64832	363	Human	H3N2	Australia	1993	Influenza A virus (A/Victoria/104/93(H3N2))
AAT64833	363	Human	H3N2	New Zealand	1993	Influenza A virus (A/Wellington/59/93(H3N2))
AAT64834	363	Human	H3N2	China	1993	Influenza A virus (A/Shangdong/9/1993(H3N2))
AAT64835	340	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/241/93(H3N2))
AAT64836	363	Human	H3N2	Sweden	1993	Influenza A virus (A/Stockholm/20/93(H3N2))
AAT64837	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/357/93(H3N2))
AAT64838	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/372/93(H3N2))
AAT64839	340	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/371/93 (H3N2))
AAT64840	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/440/93(H3N2))
AAT64841	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/398/93 (H3N2))
AAT64842	363	Human	H3N2	Netherlands	1993	Influenza A virus (A/Netherlands/399/93(H3N2))
AAT64843	363	Human	H3N2	France	1993	Influenza A virus (A/Lyon/672/93(H3N2))
AAT64844	363	Human	H3N2	France	1993	Influenza A virus (A/Lyon/1803/93(H3N2))
AAT64845	363	Human	H3N2	France	1993	Influenza A virus (A/Lyon/1815/93(H3N2))
AAT64846	363	Human	H3N2	France	1993	Influenza A virus (A/Lyon/22686/93(H3N2))
AAT64847	363	Human	H3N2	France	1993	Influenza A virus (A/Lyon/23602/93(H3N2))
AAT64848	363	Human	H3N2	Norway	1993	Influenza A virus (A/Oslo/2219/93(H3N2))
AAT64849	363	Human	H3N2	Norway	1993	Influenza A virus (A/Oslo/2352/93(H3N2))
AAT64850	368	Human	H3N2	Hong Kong	1994	Influenza A virus (A/Hong Kong/1/1994(H3N2))
AAT64851	369	Human	H3N2	Australia	1994	Influenza A virus (A/South Australia/15/1994(H3N2))
AAT64852	368	Human	H3N2	Australia	1994	Influenza A virus (A/South Australia/25/1994(H3N2))
AAT64853	363	Human	H3N2	Hong Kong	1994	Influenza A virus (A/Hong Kong/56/1994(H3N2))
AAT64854	363	Human	H3N2	South Africa	1994	Influenza A virus (A/Johannesburg/47/94(H3N2))
AAT64855	347	Human	H3N2	South Africa	1994	Influenza A virus (A/Johannesburg/33/1994(H3N2))
AAT64856	363	Human	H3N2	Netherlands	1995	Influenza A virus (A/Netherlands/1/95(H3N2))
AAT64857	363	Human	H3N2	Switzerland	1995	Influenza A virus (A/Geneva/AI9509/95(H3N2))
AAT64858	363	Human	H3N2	Finland	1995	Influenza A virus (A/Finland/338/1995 (H3N2))
AAT64859	328	Human	H3N2	Finland	1995	Influenza A virus (A/Finland/339/1995(H3N2))
AAT64860	363	Human	H3N2	Hong Kong	1995	Influenza A virus (A/Hong Kong/32/1995(H3N2))
AAT64861	363	Human	H3N2	Hong Kong	1995	Influenza A virus (A/Hong Kong/38/1995(H3N2))
AAT64862	363	Human	H3N2	Hong Kong	1995	Influenza A virus (A/Hong Kong/49/1995(H3N2))
AAT64863	363	Human	H3N2	Australia	1995	Influenza A virus (A/Victoria/75/95(H3N2))
AAT64864	363	Human	H3N2	Hong Kong	1995	Influenza A virus (A/Hong Kong/55/1995(H3N2))
AAT64865	363	Human	H3N2	China	1995	Influenza A virus (A/Wuhan/359/1995(H3N2))
AAT64866	363	Human	H3N2	Netherlands	1995	Influenza A virus (A/Netherlands/271/95(H3N2))
AAT64867	363	Human	H3N2	France	1995	Influenza A virus (A/Lyon/2279/95(H3N2))
AAT64868	363	Human	H3N2	Hong Kong	1996	Influenza A virus (A/Hong Kong/20/1996(H3N2))
AAT64869	363	Human	H3N2	Netherlands	1996	Influenza A virus (A/Netherlands/91/96(H3N2))
AAT64870	363	Human	H3N2	Switzerland	1996	Influenza A virus (A/Geneva/3958/96(H3N2))
AAT64871	363	Human	H3N2	Finland	1995	Influenza A virus (A/Finland/381/1995(H3N2))
AAT64872	363	Human	H3N2	Australia	1996	Influenza A virus (A/Brisbane/8/96(H3N2))
AAT64873	363	Human	H3N2	Singapore	1996	Influenza A virus (A/Singapore/1/96(H3N2))
AAT64874	363	Human	H3N2	Singapore	1996	Influenza A virus (A/Singapore/1/96(H3N2))
AAT64875	363	Human	H3N2	Singapore	1996	Influenza A virus (A/Singapore/1/96(H3N2))
AAT64876	363	Human	H3N2	New Zealand	1997	Influenza A virus (A/Auckland/10/97(H3N2))
AAT64877	363	Human	H3N2	Hong Kong	1997	Influenza A virus (A/Hong Kong/1/1997(H3N2))
AAT64878	363	Human	H3N2	Hong Kong	1997	Influenza A virus (A/Hong Kong/280/97(H3N2))
AAT64879	363	Human	H3N2	Hong Kong	1994	Influenza A virus (A/Hong Kong/55/1994(H3N2))
AAT64880	363	Human	H3N2	Netherlands	1997	Influenza A virus (A/Netherlands/300/97(H3N2))
AAT64881	363	Human	H3N2	Netherlands	1998	Influenza A virus (A/Netherlands/414/98(H3N2))
AAT64882	363	Human	H3N2	Netherlands	1998	Influenza A virus (A/Netherlands/427/98(H3N2))
AAT64883	363	Human	H3N2	Netherlands	1998	Influenza A virus (A/Netherlands/462/98(H3N2))
AAT64884	363	Human	H3N2	Netherlands	1998	Influenza A virus (A/Netherlands/5/98(H3N2))
AAT64885	363	Human	H3N2	France	1997	Influenza A virus (A/Nice/491/97(H3N2))
AAT64886	363	Human	H3N2	Singapore	1993	Influenza A virus (A/Singapore/3/93(H3N2))
AAT65209	568	Avian	H5N1	China	2004	Influenza A virus (A/goose/China/F3/2004(H5N1))
AAT65317	560	Avian	H9N1	Canada	1983	Influenza A virus (A/mallard duck/Alberta/743/1983(H9N1))
AAT65318	556	Avian	H4N6	Canada	1999	Influenza A virus (A/mallard/Alberta/111/99(H4N6))
AAT65319	566	Avian	H3N8	Canada	1997	Influenza A virus (A/mallard/Alberta/117/97(H3N8))
AAT65320	557	Avian	H4N6	Canada	2000	Influenza A virus (A/mallard/Alberta/119/00(H4N6))
AAT65321	566	Avian	H3N8	Canada	2000	Influenza A virus (A/mallard/Alberta/127/00(H3N8))
AAT65322	557	Avian	H4N6	Canada	2000	Influenza A virus (A/mallard/Alberta/136/00(H4N6))
AAT65323	560	Avian	H9N2	Canada	1991	Influenza A virus (A/mallard/Alberta/17/1991(H9N2))
AAT65324	566	Avian	H3N6	Canada	1999	Influenza A virus (A/mallard/Alberta/199/1999(H3N6))
AAT65325	569	Avian	H2N5	Canada	1996	Influenza A virus (A/mallard/Alberta/202/1996(H2N5))
AAT65326	566	Avian	H6N5	Canada	1992	Influenza A virus (A/mallard/Alberta/203/92(H6N5))
AAT65327	569	Avian	H2N3	Canada	1998	Influenza A virus (A/mallard/Alberta/205/98(H2N3))
AAT65328	566	Avian	H6N8	Canada	1996	Influenza A virus (A/Mallard/Alberta/206/1996(H6N8))
AAT65329	566	Avian	H1N1	Canada	1998	Influenza A virus (A/mallard/Alberta/211/98(H1N1))
AAT65330	566	Avian	H6N8	Canada	1999	Influenza A virus (A/mallard/Alberta/215/99(H6N8))
AAT65331	569	Avian	H2N3	Canada	1998	Influenza A virus (A/mallard/Alberta/226/98(H2N3))
AAT65332	566	Avian	H6N8	Canada	1994	Influenza A virus (A/mallard/Alberta/232/94(H6N8))
AAT65333	566	Avian	H3N8	Canada	1998	Influenza A virus (A/mallard/Alberta/242/98(H3N8))
AAT65334	566	Avian	H3N8	Canada	1998	Influenza A virus (A/mallard/Alberta/279/98(H3N8))
AAT65335	552	Avian	H4N6	Canada	1998	Influenza A virus (A/mallard/Alberta/295/98(H4N6))
AAT65336	559	Avian	H4N6	Canada	1998	Influenza A virus (A/mallard/Alberta/30/98 (H4N6))
AAT65337	560	Avian	H9N2	Canada	1988	Influenza A virus (A/mallard duck/Alberta/321/1988(H9N2))
AAT65338	562	Avian	H4N1	Canada	1998	Influenza A virus (A/mallard/Alberta/47/98(H4N1))
AAT65339	560	Avian	H9N2	Canada	1991	Influenza A virus (A/mallard/Alberta/11/1991(H9N2))
AAT65340	566	Avian	H6N8	Canada	1994	Influenza A virus (A/mallard/Alberta/76/94(H6N8))
AAT65341	566	Avian	H6N2	Canada	1985	Influenza A virus (A/mallard duck/ALB/98/1985(H6N2))
AAT65342	566	Avian	H6N2	Canada	1985	Influenza A virus (A/pintail/Alberta/113/85(H6N2))
AAT65343	566	Avian	H6N8	Canada	1994	Influenza A virus (A/pintail/Alberta/155/94(H6N8))
AAT65344	566	Avian	H6N1	Canada	1993	Influenza A virus (A/pintail/ALB/179/1993(H6N1))
AAT65345	566	Avian	H3N8	Canada	1997	Influenza A virus (A/pintail/Alberta/156/97(H3N8))
AAT65346	557	Avian	H4N8	Canada	1999	Influenza A virus (A/pintail/Alberta/207/1999(H4N8))
AAT65347	552	Avian	H4N6	Canada	1999	Influenza A virus (A/pintail/Alberta/210/99(H4N6))
AAT65348	567	Avian	H2N9	Canada	1997	Influenza A virus (A/pintail/Alberta/22/97(H2N9))
AAT65349	566	Avian	H3N8	Canada	1999	Influenza A virus (A/pintail/Alberta/37/99(H3N8))
AAT65350	566	Avian	H6N8	Canada	1994	Influenza A virus (A/Redhead/Alberta/291/94(H6N8))
AAT65351	569	Avian	H2N9	Canada	1997	Influenza A virus (A/teal/Alberta/16/97(H2N9))
AAT66415	347	Avian	H7N3	Canada	2004	Influenza A virus (A/chicken/British Columbia/CN7-3/04 (H7N3))
AAT69348	560	Avian	H7N3	Canada	2004	Influenza A virus (A/GSC_chicken/British Columbia/04(H7N3))
AAT70170	567	Avian	H7N3	Canada	2004	Influenza A virus (A/GSC_chicken_B/British Columbia/04(H7N3))
AAT70210	568	Tiger	H5N1	Thailand	2004	Influenza A virus (A/tiger/Suphanburi/Thailand/Ti-1/04(H5N1))
AAT70218	568	Leopard	H5N1	Thailand	2004	Influenza A virus (A/leopard/Suphanburi/Thailand/Leo-1/04(H5N1))
AAT72505	568	Swine	H5N1	China	2003	Influenza A virus (A/swine/Shandong/2/03(H5N1))
AAT73260	565	Avian	H5N1	Indonesia	2003	Influenza A virus (A/Ck/Indonesia/PA/2003(H5N1))
AAT73261	553	Avian	H5N1	Indonesia	2003	Influenza A virus (A/Ck/Indonesia/BL/2003(H5N1))
AAT73262	565	Avian	H5N1	Indonesia	2004	Influenza A virus (A/Dk/Indonesia/MS/2004(H5N1))
AAT73263	563	Avian	H5N1	Indonesia	2003	Influenza A virus (A/Ck/Indonesia/2A/2003(H5N1))
AAT73264	561	Avian	H5N1	Indonesia	2004	Influenza A virus (A/Ck/Indonesia/4/2004(H5N1))
AAT73265	565	Avian	H5N1	Indonesia	2004	Influenza A virus (A/Ck/Indonesia/5/2004(H5N1))
AAT73266	567	Avian	H5N1	Thailand	2004	Influenza A virus (A/Ck/Thailand/1/2004(H5N1))
AAT73267	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/Ck/Thailand/73/2004(H5N1))
AAT73268	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/Ck/Thailand/9.1/2004(H5N1))
AAT73269	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/Qa/Thailand/57/2004(H5N1))
AAT73270	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/bird/Thailand/3.1/2004(H5N1))
AAT73271	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/Dk/Thailand/71.1/2004(H5N1))
AAT73272	565	Avian	H5N1	Thailand	2004	Influenza A virus (A/Gs/Thailand/79/2004(H5N1))
AAT73273	565	Human	H5N1	Viet Nam	2004	Influenza A virus (A/Viet Nam/1194/2004(H5N1))
AAT73274	565	Human	H5N1	Viet Nam	2004	Influenza A virus (A/Viet Nam/1203/2004(H5N1))
AAT73275	565	Human	H5N1	Viet Nam	2004	Influenza A virus (A/Viet Nam/3046/2004(H5N1))
AAT73276	561	Human	H5N1	Viet Nam	2004	Influenza A virus (A/Viet Nam/3062/2004(H5N1))
AAT73277	561	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/chicken/Viet Nam/33/2004(H5N1))
AAT73278	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/35/2004(H5N1))
AAT73279	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/36/2004(H5N1))
AAT73280	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/37/2004(H5N1))
AAT73281	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/38/2004(H5N1))
AAT73282	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/39/2004(H5N1))
AAT73283	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Ck/Viet Nam/C57/2004(H5N1))
AAT73284	565	Avian	H5N1	Viet Nam	2004	Influenza A virus (A/Dk/Viet Nam/11/2004(H5N1))
AAT73285	555	Avian	H5N1	Hong Kong	2002	Influenza A virus (A/Gf/HK/38/2002(H5N1))
AAT73286	567	Avian	H5N1	Hong Kong	2002	Influenza A virus (A/Ck/HK/31.2/2002(H5N1))
